Lemma_Sense_Id;Example_Sentence_From;Example_Sentence_To
14156;He's really keen to come and see you.;Druhá světová válka zrodila nové uspořádání světa.
14179;The home team scored three goals in the match.;Domácí tým v zápase vstřelil tři góly ( or: branky).
14181;Today's date is September 14.;Dnešní datum je 14. září.
14184;The door was open and he walked in.;Dveře byly otevřené, tak vstoupil dovnitř.
14185;We still have three issues outstanding. Hopefully we can resolve them next week.;Stále nám zbývají tři nevyřešené ( or: otevřené) problémy. Snad je vyřešíme příští týden.
14187;Put it in the open, so we can all see it among all this clutter.;
14196;The party was a great success.;Ten večírek byl obrovský úspěch.
14197;They bought a large house.;Koupili si velký dům.
14198;Melville was a major influence in his writing.;Melville měl zásadní vliv na styl jeho psaní.
14199;The huge balloon is bigger than she is.;Ten obrovský balón je větší než ona.
14216;I fear that they were in an accident.;Bojím se, že měli nehodu.
14217;I know he is eighteen, but I still worry when he goes out alone.;Vím, že mu je osmnáct, ale pořád si dělám starosti, když jde sám ven.
14218;He was afraid of losing his job.;Vím, že mu je osmnáct, ale pořád se bojím ( or: strachuji), když jde sám ven.
14222;He needs to make a choice between the apple and the orange.;
14223;There was a good choice of desserts on the menu.;
14224;There was a huge variety of food to choose from.;V nabídce byl velký výběr zákusků.
14236;She is going to the bars tonight.;Večer jde do baru.
14237;I ride the bus into work every day.;
14238;The trucks travelled along the road.;
14239;The car rolled along the street.;
14240;He rides his bike to school every day.;Každý den jedu ( or: jezdím) do práce autobusem.
14241;My nephew races go-karts.;Kamiony jezdily ( or: se pohybovaly) podél cesty.
14249;Let's go home.;Pojďme domů.
14262;He entered the house.;Vstoupil ( or: vešel) do domu.
14263;She joined the chess club.;Vstoupila do šachového klubu.
14272;The police officer prevented the cars from passing.;Policista zabránil autům v průjezdu.
14286;The cars moved slowly in traffic.;Auta se v provozu pohybovala pomalu.
14287;The possible values range from five to fifty.;Možné hodnoty jsou ( or: se pohybují) v rozmezí od pěti do padesáti.
14288;The trucks travelled along the road.;Kamiony jezdily ( or: se pohybovaly) podél cesty.
14293;I have a contact in that company if you need any help.;Pokud bys potřeboval pomoc, mám v té firmě kontakt.
14294;Does he have any contact with the Mexican community?;Má nějaký kontakt s mexickou komunitou?
14299;Taking care of the dog is your responsibility.;Péče o psa je tvá povinnost.
14300;There is a park with some swings and a field a few blocks from home.;Pár bloků od domova máme park s několika houpačkami a hřištěm.
14302;She accepted the shipment from the deliveryman.;Převzala zásilku od poslíčka.
14308;I'd like to go and see Aunt June this weekend.;Tento víkend bych rád navštívil tetu June.
14309;My parents are coming to visit us.;Tento víkend bych rád zašel k tetě June.
14314;He broke the nail on his index finger.;
14323;The strain of working too many hours really affected him.;Stres z přepracování se na něm silně podepsal.
14328;His awareness of the positions of his fellow players made him a great basketball player.;
14352;Can you put the bread in a separate bag?;Můžeš ten chléb dát do jiné ( or: oddělené) tašky?
14356;He called the names on the list and we wrote them down.;Vyvolával všechny jména na tom seznamu a my jsme si je zapisovali.
14362;The assassination of the archduke triggered the war.;Zavraždění arcivévody rozpoutalo válku.
14363;We need to page the boss because there is a problem.;Musíme sehnat šéfa, protože máme problém.
14370;We will come to a decision only after careful analysis of the problem.;K rozhodnutí se dobereme jedině po pečlivé analýze problému.
14371;Our analysis shows that the process is effective.;Naše analýza ukázala, že ten proces je efektivní.
14380;A feature of English is that there are no genders.;Nerozlišování rodů je znakem ( or: vlastností) angličtiny.
14381;She has some characteristics that make her stand out from the crowd.;Má jisté vlastnosti, díky nimž se liší od ostatních.
14382;He has some good qualities.;Má několik dobrých vlastností.
14407;I'll bring the food if you bring the drink.;Přinesu jídlo, pokud ty doneseš pití.
14408;Basic human needs include food and shelter.;
14409;We had three meals today: breakfast, lunch and dinner.;K základním lidským potřebám patří jídlo a příbytek.
14410;His meal included soup, a salad, and a fish course.;Dnes máme tři jídla: snídani, oběd a večeři.
14411;Did you choose the chicken plate?;Jeho jídlo mělo tři chody: polévku, salát a jako hlavní jídlo rybu.
14426;There is a large cathedral in the centre of town.;V centru města je velký chrám.
14427;The boys discovered treasure on the island.;
14429;Our employees are people of good character.;Naši zaměstnanci mají dobrou povahu ( or: dobrý charakter).
14430;Forceful speakers usually have a strong personality.;Rozhodní řečníci bývají silné osobnosti. Rozhodní řečníci mívají silnou náturu.
14433;The father released his hold on his daughter when she saw grandma.;Otec pustil dceru, když uviděla babičku.
14434;The table tennis player dropped the ball on the table to serve.;Když uviděla babičku, povolil ( or: uvolnil) jí otec sevření ruky.
14435;You must yield at this intersection to let other traffic pass.;Při podání pustil stolní tenista míček na stůl.
14436;The night watchman has to go to the door to admit you into the building.;
14457;We go to the same place for our holidays every year.;Každý rok jezdíme na dovolenou na stejné ( or: to samé, or: totožné, or: totéž) místo.
14458;She chose the same as I did.;Vybrala si totéž, co já.
14459;There are three churches located within a few blocks of here.;Jsou tady poblíž tři kostely.
14460;Classes will resume in the fall.;Přednášky budou znovu pokračovat na podzim.
14463;They served wine at the celebration dinner.;Na slavnostní večeři podávali víno.
14479;His death was sudden.;Jeho smrt přišla náhle.
14495;When asked to increase sales by 20%, he delivered.;Vyhověl požadavku zvýšit prodej o 20 %.
14500;The spies performed the mission.;Špehové vykonali misi.
14507;The dam project was conceived on a grand scale.;
14511;The range of acceptable values is from four to eleven.;
14512;The range of the collection covered several centuries of paintings.;
14513;I'm not sure to what degree he believes what he says.;Projekt přehrady byl pojat velkoryse ( or: velkolepě).
14514;What is the extent of the damage?;Rozmezí ( or: rozsah, or: interval) přijatelných hodnot je od čtyř do jedenácti.
14515;Romance questions are beyond the scope of the language forum.;Záběr té výstavy pokrýval několik století dějin malby.
14516;The region had never seen a storm of this size before.;Nejsem si jist, do jaké míry věří tomu, co říká.
14521;There are two boys riding their bikes outside.;Venku jezdí na kole dva kluci ( or: chlapci).
14533;This food does not compare to dinner at a good restaurant.;Toto jídlo se nedá srovnat s večeří v dobré restauraci.
14534;Comparison of the dogs shows that this one is bigger.;
14545;Members of the jury, how do you find the defendant? Guilty or not guilty?;Členové poroty, co soudíte o obžalovaném? Vinen nebo nevinen?
14546;You can't judge him just from that one mistake!;Nemůžeš ho posuzovat podle té jediné chyby.
14562;Yesterday she discovered the world of online forums.;Včera objevil svět internetových fór.
14563;I love arriving in a new place and just exploring.;Rád přijíždím na nová místa a objevuju.
14564;The boys discovered treasure on the island.;Chlapci našli na ostrově poklad.
14565;We do not anticipate that any problems will arise.;Neočekáváme, že se objeví nějaké problémy.
14567;Yes, he plays football. He is a goalkeeper.;Ano, hraje fotbal. Je brankář.
14568;Soccer is a team sport called football outside of the U.S.;
14569;Yes, he plays football. He is a quarterback.;Ano, hraje americký fotbal. Je zadák.
14571;I loved my nine-month stay in Paris.;Můj devítiměsíční pobyt v Paříži byl úžasný.
14572;I went to Paris for a two-week visit.;Jel jsem do Paříže na dvoutýdenní pobyt.
14574;A demonstrator threw a rock.;Demonstrant hodil kamenem.
14575;Use that stone there to hold the door open.;
14576;The castle is made of stone, not brick.;Podepři ty dveře kamenem, aby se nezavřely.
14577;Have you seen the huge stones at Stonehenge?;Tento zámek je z kamene, ne z cihel.
14590;When I grow up, I want to teach.;Až vyrostu, chci učit.
14591;Brian wants to teach physics.;Brian chce učit fyziku.
14592;Lee hopes to teach young children.;Lee doufá, že bude učit malé děti.
14594;The actor had to learn his lines.;Herec se musel naučit svou část scénáře.
14595;It took him an hour, but he learnt the twenty Spanish words.;Trvalo mu to hodnu, ale těch dvacet španělských slovíček se naučil.
14595;US: It took him an hour, but he learned the twenty Spanish words.;Děti se obvykle učí chodit kolem jednoho roku.
14596;Children usually start to learn to walk when they are about a year old.;Pokud chceš dobré známky, musíš se učit.
14597;If you want high marks, you must study.;Vyučili se mechaniky.
14598;They trained to be mechanics.;Ne, ještě to nemůžu dělat, zatím se učím. Ne, ještě to nemůžu dělat, zatím jsem v učení.
14598;No, I can't do it yet, I am still training.;
14599;He is training to be a mechanic.;
14605;He placed the book on the shelf.;Položil tu knihu na poličku.
14606;He set the glass on the edge of the table.;Položil tu sklenici na okraj stolu.
14607;Are you off the phone yet?;Už jsi zavěsil?
14608;He put his glass on the edge of the table.;Už jsi to zavěsil ( or: položil)?
14609;They wired the house themselves.;Jsi ještě na telefonu?
14621;What is the length of that table?;Jaká je délka toho stolu?
14623;It takes a substantial length of time to walk to the shops.;Dojít do obchodu trvá dlouhou dobu.
14646;The alarm reminded Tim of his appointment.;Budík Timovi připomenul rande. Budík Tima upozornil na jeho schůzku.
14647;He warned me that the train might be late.;
14650;The thermometer's reading is very accurate.;Ten teploměr je velmi přesný.
14661;The student gave the correct answer.;Ten teploměr je bezchybný.
14670;The bond between oxygen and hydrogen makes water.;Z vazby mezi kyslíkem a vodíkem vzniká voda.
14678;The website encourages its visitors to give feedback about what they like and don't like about it.;Ten web chce vědět, co se návštěvníkům líbí a co ne, a proto je žádá o zpětnou vazbu.
14681;"The expression ""basket case"" has an interesting history.";"Výraz ""Kocourkov"" má zajímavou historii."
